reaction	linear_coefficient
MAR06940	[np.float64(0.00010544374154059859)]
MAR06941	[np.float64(0.00010544374154059859)]
MAR06942	[np.float64(0.00010544374154059859)]
MAR06943	[np.float64(0.00010544374154059859)]
MAR06944	[np.float64(0.00010544374154059859)]
MAR06945	[np.float64(0.00010544374154059859)]
MAR06946	[np.float64(0.00010544374154059859)]
MAR06947	[np.float64(0.00010544374154059859)]
MAR06948	[np.float64(0.00010544374154059859)]
MAR06949	[np.float64(0.00010544374154059859)]
MAR06950	[np.float64(0.00010544374154059859)]
MAR06951	[np.float64(0.00010544374154059859)]
MAR06952	[np.float64(0.00010544374154059859)]
MAR06953	[np.float64(0.00010544374154059859)]
MAR06954	[np.float64(0.00010544374154059859)]
MAR06955	[np.float64(0.00010544374154059859)]
MAR06956	[np.float64(0.00010544374154059859)]
MAR06957	[np.float64(0.00010544374154059859)]
MAR06958	[np.float64(0.00010544374154059859)]
MAR06959	[np.float64(0.00010544374154059859)]
MAR06960	[np.float64(0.00010544374154059859)]
MAR06961	[np.float64(0.00010544374154059859)]
MAR06962	[np.float64(0.00010544374154059859)]
MAR06963	[np.float64(0.00010544374154059859)]
MAR06964	[np.float64(0.00010544374154059859)]
MAR06965	[np.float64(0.00010544374154059859)]
MAR06966	[np.float64(0.00010544374154059859)]
MAR06967	[np.float64(0.00010544374154059859)]
MAR06973	[np.float64(0.00010544374154059859)]
MAR08096	[np.float64(0.00010544374154059859)]
MAR08097	[np.float64(0.00010544374154059859)]
MAR08098	[4.3665453774786236e-05]
MAR08416	[np.float64(0.00010544374154059859)]
MAR08425	[0.005952368293540576]
MAR08426	[0.005220354094359697]
MAR08427	[np.float64(0.00010544374154059859)]
MAR08431	[np.float64(0.00010544374154059859)]
MAR08432	[0.00563879225248077]
MAR08603	[3.876376698494929e-05]
MAR08604	[np.float64(0.00010544374154059859)]
MAR08605	[np.float64(0.00010544374154059859)]
MAR08606	[np.float64(0.00010544374154059859)]
MAR08607	[np.float64(0.00010544374154059859)]
MAR08608	[0.007948961701127563]
MAR08609	[np.float64(0.00010544374154059859)]
MAR08610	[0.007948961701127563]
MAR08611	[0.007948961701127563]
MAR04285	[np.float64(0.00010544374154059859)]
MAR00457	[np.float64(0.00010544374154059859)]
