reaction	linear_coefficient
MAR04675	[np.float64(6.713308228060648e-05)]
MAR06614	[np.float64(6.713308228060648e-05)]
MAR06615	[np.float64(6.713308228060648e-05)]
MAR06616	[np.float64(6.713308228060648e-05)]
MAR04635	[np.float64(6.713308228060648e-05)]
MAR03793	[0.00906218291663845]
MAR03931	[3.8660052292240714e-05]
MAR03969	[np.float64(6.713308228060648e-05)]
MAR03970	[np.float64(6.713308228060648e-05)]
MAR04008	[np.float64(6.713308228060648e-05)]
MAR04032	[np.float64(6.713308228060648e-05)]
MAR04034	[np.float64(6.713308228060648e-05)]
MAR04036	[np.float64(6.713308228060648e-05)]
MAR04050	[np.float64(6.713308228060648e-05)]
MAR04056	[np.float64(6.713308228060648e-05)]
MAR04059	[np.float64(6.713308228060648e-05)]
MAR04060	[np.float64(6.713308228060648e-05)]
MAR04127	[np.float64(6.713308228060648e-05)]
MAR04177	[np.float64(6.713308228060648e-05)]
MAR04179	[np.float64(6.713308228060648e-05)]
MAR04182	[np.float64(6.713308228060648e-05)]
MAR04183	[np.float64(6.713308228060648e-05)]
MAR04192	[np.float64(6.713308228060648e-05)]
MAR04194	[np.float64(6.713308228060648e-05)]
MAR04210	[2.9037379183842352e-05]
MAR04211	[3.7984325592705935e-05]
MAR04343	[np.float64(6.713308228060648e-05)]
MAR04345	[0.004676213942597657]
MAR04346	[np.float64(6.713308228060648e-05)]
MAR04470	[0.004676213942597657]
MAR04471	[0.004676213942597657]
MAR04472	[0.004676213942597657]
MAR04484	[np.float64(6.713308228060648e-05)]
MAR04485	[np.float64(6.713308228060648e-05)]
MAR04510	[np.float64(6.713308228060648e-05)]
MAR04512	[np.float64(6.713308228060648e-05)]
MAR04513	[np.float64(6.713308228060648e-05)]
MAR04514	[3.1248290823254343e-05]
MAR04577	[np.float64(6.713308228060648e-05)]
MAR04579	[4.5278250872079955e-05]
MAR04580	[3.1248290823254343e-05]
MAR04608	[np.float64(6.713308228060648e-05)]
MAR04575	[np.float64(6.713308228060648e-05)]
MAR04637	[np.float64(6.713308228060648e-05)]
MAR04642	[np.float64(6.713308228060648e-05)]
MAR04643	[3.7984325592705935e-05]
MAR04644	[np.float64(6.713308228060648e-05)]
MAR04672	[8.4310167750605e-05]
MAR04676	[np.float64(6.713308228060648e-05)]
MAR04736	[0.00906218291663845]
MAR04819	[0.00906218291663845]
MAR05299	[np.float64(6.713308228060648e-05)]
MAR05352	[np.float64(6.713308228060648e-05)]
MAR05415	[2.9037379183842352e-05]
MAR05416	[2.9037379183842352e-05]
MAR05417	[3.8660052292240714e-05]
MAR06612	[np.float64(6.713308228060648e-05)]
MAR06613	[np.float64(6.713308228060648e-05)]
MAR06621	[2.9037379183842352e-05]
MAR06622	[2.9037379183842352e-05]
MAR06623	[2.9738743158397182e-05]
MAR06624	[np.float64(6.713308228060648e-05)]
MAR06627	[2.9037379183842352e-05]
MAR07744	[np.float64(6.713308228060648e-05)]
MAR08072	[8.4310167750605e-05]
MAR08637	[8.4310167750605e-05]
MAR03965	[np.float64(6.713308228060648e-05)]
MAR03966	[3.7984325592705935e-05]
MAR03967	[np.float64(6.713308228060648e-05)]
MAR03968	[np.float64(6.713308228060648e-05)]
MAR03999	[np.float64(6.713308228060648e-05)]
MAR04024	[np.float64(6.713308228060648e-05)]
MAR04026	[0.004710908773887676]
MAR04054	[2.9738743158397182e-05]
MAR04061	[np.float64(6.713308228060648e-05)]
MAR04083	[np.float64(6.713308228060648e-05)]
MAR04136	[2.9037379183842352e-05]
MAR04180	[np.float64(6.713308228060648e-05)]
MAR04185	[np.float64(6.713308228060648e-05)]
MAR04186	[np.float64(6.713308228060648e-05)]
MAR04342	[np.float64(6.713308228060648e-05)]
MAR04344	[8.4310167750605e-05]
MAR04483	[np.float64(6.713308228060648e-05)]
MAR04507	[np.float64(6.713308228060648e-05)]
MAR04516	[3.1549287183577916e-05]
MAR04601	[np.float64(6.713308228060648e-05)]
MAR04633	[np.float64(6.713308228060648e-05)]
MAR04640	[np.float64(6.713308228060648e-05)]
MAR04641	[2.9738743158397182e-05]
MAR04680	[4.5278250872079955e-05]
MAR04806	[np.float64(6.713308228060648e-05)]
MAR05394	[8.4310167750605e-05]
MAR06625	[np.float64(6.713308228060648e-05)]
MAR06626	[np.float64(6.713308228060648e-05)]
MAR07160	[2.9037379183842352e-05]
MAR07161	[2.9723626296671168e-05]
MAR07162	[2.9723626296671168e-05]
MAR07163	[np.float64(6.713308228060648e-05)]
MAR07164	[np.float64(6.713308228060648e-05)]
MAR07713	[np.float64(6.713308228060648e-05)]
MAR07716	[np.float64(6.713308228060648e-05)]
MAR07717	[np.float64(6.713308228060648e-05)]
MAR07721	[np.float64(6.713308228060648e-05)]
MAR07725	[np.float64(6.713308228060648e-05)]
MAR07728	[np.float64(6.713308228060648e-05)]
MAR07800	[0.0086953325602442]
MAR07801	[np.float64(6.713308228060648e-05)]
MAR07802	[0.0086953325602442]
MAR07863	[np.float64(6.713308228060648e-05)]
MAR07864	[np.float64(6.713308228060648e-05)]
MAR07865	[np.float64(6.713308228060648e-05)]
MAR07866	[np.float64(6.713308228060648e-05)]
MAR07867	[np.float64(6.713308228060648e-05)]
MAR07868	[np.float64(6.713308228060648e-05)]
MAR07869	[np.float64(6.713308228060648e-05)]
MAR07870	[np.float64(6.713308228060648e-05)]
MAR07871	[np.float64(6.713308228060648e-05)]
MAR07872	[np.float64(6.713308228060648e-05)]
MAR07873	[np.float64(6.713308228060648e-05)]
MAR07874	[np.float64(6.713308228060648e-05)]
MAR07875	[0.004710908773887676]
MAR07876	[np.float64(6.713308228060648e-05)]
MAR07878	[np.float64(6.713308228060648e-05)]
MAR07879	[3.7984325592705935e-05]
MAR07880	[np.float64(6.713308228060648e-05)]
MAR07881	[np.float64(6.713308228060648e-05)]
MAR07882	[np.float64(6.713308228060648e-05)]
MAR07883	[np.float64(6.713308228060648e-05)]
MAR07884	[np.float64(6.713308228060648e-05)]
MAR07885	[np.float64(6.713308228060648e-05)]
MAR07886	[np.float64(6.713308228060648e-05)]
MAR07887	[np.float64(6.713308228060648e-05)]
MAR07888	[np.float64(6.713308228060648e-05)]
MAR07889	[np.float64(6.713308228060648e-05)]
MAR07890	[np.float64(6.713308228060648e-05)]
MAR07891	[np.float64(6.713308228060648e-05)]
MAR07892	[np.float64(6.713308228060648e-05)]
MAR07893	[np.float64(6.713308228060648e-05)]
MAR07894	[np.float64(6.713308228060648e-05)]
MAR07895	[np.float64(6.713308228060648e-05)]
MAR08083	[np.float64(6.713308228060648e-05)]
MAR08085	[np.float64(6.713308228060648e-05)]
MAR08087	[np.float64(6.713308228060648e-05)]
MAR08443	[np.float64(6.713308228060648e-05)]
MAR08444	[np.float64(6.713308228060648e-05)]
MAR08445	[np.float64(6.713308228060648e-05)]
MAR08446	[0.00906218291663845]
MAR08448	[np.float64(6.713308228060648e-05)]
MAR08449	[np.float64(6.713308228060648e-05)]
MAR08450	[np.float64(6.713308228060648e-05)]
MAR08451	[np.float64(6.713308228060648e-05)]
MAR08452	[np.float64(6.713308228060648e-05)]
MAR08453	[np.float64(6.713308228060648e-05)]
MAR08454	[np.float64(6.713308228060648e-05)]
MAR08455	[np.float64(6.713308228060648e-05)]
MAR08456	[np.float64(6.713308228060648e-05)]
MAR08457	[np.float64(6.713308228060648e-05)]
MAR08458	[np.float64(6.713308228060648e-05)]
MAR08459	[np.float64(6.713308228060648e-05)]
MAR08460	[np.float64(6.713308228060648e-05)]
MAR08461	[0.0086953325602442]
MAR08462	[np.float64(6.713308228060648e-05)]
MAR08463	[np.float64(6.713308228060648e-05)]
MAR08464	[np.float64(6.713308228060648e-05)]
MAR08465	[np.float64(6.713308228060648e-05)]
MAR08466	[np.float64(6.713308228060648e-05)]
MAR08467	[np.float64(6.713308228060648e-05)]
MAR08468	[np.float64(6.713308228060648e-05)]
MAR08469	[np.float64(6.713308228060648e-05)]
MAR08470	[np.float64(6.713308228060648e-05)]
MAR08471	[np.float64(6.713308228060648e-05)]
MAR08472	[np.float64(6.713308228060648e-05)]
MAR08473	[np.float64(6.713308228060648e-05)]
MAR08474	[np.float64(6.713308228060648e-05)]
MAR08477	[np.float64(6.713308228060648e-05)]
MAR08478	[np.float64(6.713308228060648e-05)]
MAR08479	[np.float64(6.713308228060648e-05)]
MAR08480	[0.00906218291663845]
MAR08481	[8.4310167750605e-05]
